city,region,type_of_unite,in_compound,owner_type,area,rooms,bathrooms,floor_number,elevator,finish_status,year_of_building,views,has_reviews,payment_method,price_per_meter,price,area_category,floor_category,building_category
Greater Cairo,ابو الهول 3,Apartment,False,Real Estate Marketer,120,2,1,1,False,Extra Super Luxury,2020,Side Street,False,Cash,20417,2450000,Medium,low,new
Greater Cairo,Al Maqsed Park - Al Maqsed Residence,Apartment,False,Real Estate Marketer,134,3,2,3,False,Extra Super Luxury,2025,Garden,False,Cash,21642,2900000,Large,low,new
Greater Cairo,El Lebeny,Apartment,False,Real Estate Marketer,140,3,2,8,True,Super Luxury,2023,Side Street,False,Cash,10357,1450000,Large,high,new
Greater Cairo,ريفر ريزيدنس - ويست واي,Apartment,False,Real Estate Marketer,138,3,2,3,True,Semi-Finished,2028,Main Street,True,Installment,21739,3000000,Large,low,new
Greater Cairo,كمبوند الكوربة هايتس - مطوري هليوبلس,Apartment,True,Real Estate Marketer,207,3,2,3,False,Semi-Finished,2025,Main Street,False,Cash or Installment,14068,2912000,X-Large,low,new
Greater Cairo,كمبوند بالتجمع الخامس,Apartment,True,Real Estate Marketer,120,3,2,4,True,Semi-Finished,2025,Garden,False,Cash,19167,2300000,Medium,mid,new
Greater Cairo,شارع المجزر الالي,Apartment,False,Developer,160,3,2,7,False,Extra Super Luxury,2025,Main Street,True,Cash,9688,1550000,Large,mid,new
Greater Cairo,كمبوند دجله جاردنز - معمار المرشدي,Apartment,True,Real Estate Marketer,80,2,1,0,False,Super Luxury,2025,Back Side,False,Cash,21875,1750000,Small,ground,new
Greater Cairo,شارع عبد الرحمن الرافعي,Apartment,False,Real Estate Marketer,120,2,1,3,True,Super Luxury,2020,Main Street,True,Cash,29167,3500000,Medium,low,new
Greater Cairo,كمبوند كابيتال هايتس 1 - الصفوة,Apartment,True,Real Estate Marketer,160,3,2,5,False,Unfinished,2025,Lake,True,Installment,17500,2800000,Large,mid,new
Greater Cairo,ميدان المحكمة,Apartment,False,Real Estate Marketer,80,2,1,0,False,Extra Super Luxury,1980,Side Street,False,Cash,40000,3200000,Small,ground,old
Alexandria,طريق الجيش,Apartment,False,Real Estate Marketer,100,2,1,10,True,Super Luxury,2015,Main Street,False,Cash,31000,3100000,Medium,high,medium
Greater Cairo,جنوب الواحات,Apartment,False,Real Estate Marketer,70,2,1,0,False,Super Luxury,2016,Main Street,False,Cash,18571,1300000,Small,ground,new
Dakahlia,تقسيم خطاب,Apartment,False,Real Estate Marketer,115,3,1,1,True,Unfinished,2012,Side Street,False,Cash,13913,1600000,Medium,low,medium
Greater Cairo,شارع علي صبري,Apartment,False,Real Estate Marketer,140,3,1,11,True,Extra Super Luxury,2020,Side Street,True,Cash,9643,1350000,Large,high,new
Greater Cairo,كمبوند كريك بارك - جراند جروب,Apartment,True,Real Estate Marketer,156,2,1,0,False,Semi-Finished,2022,Lake,False,Cash,14423,2250000,Large,ground,new
Greater Cairo,طريق الهضبة الوسطي,Apartment,False,Real Estate Marketer,170,3,2,2,False,Super Luxury,2023,Main Street,False,Cash,19706,3350000,X-Large,low,new
Greater Cairo,كمبوند البارون سيتي - الشرقيون,Apartment,True,Real Estate Marketer,155,3,2,0,False,Semi-Finished,2013,Main Street,False,Cash,16774,2600000,Large,ground,medium
Alexandria,بولكلي,Apartment,False,Real Estate Marketer,125,3,1,2,True,Super Luxury,2012,Side Street,False,Cash,24000,3000000,Large,low,medium
Greater Cairo,كمبوند جاردن سيتي,Apartment,True,Real Estate Marketer,162,3,3,6,False,Semi-Finished,2024,Main Street,False,Installment,15000,2430000,X-Large,mid,new
Greater Cairo,كمبوند درة القاهرة - العمارة الحديثة,Apartment,True,Real Estate Marketer,90,2,1,2,False,Extra Super Luxury,2025,Garden,True,Cash,35556,3200000,Medium,low,new
Greater Cairo,ابو الهول 3,Apartment,False,Real Estate Marketer,125,2,1,1,False,Extra Super Luxury,2023,Main Street,False,Cash,20000,2500000,Large,low,new
Greater Cairo,كمبوند أجياد جاردن سيتي,Apartment,True,Real Estate Marketer,162,3,3,6,False,Semi-Finished,2024,Main Street,False,Installment,13500,2187000,X-Large,mid,new
Greater Cairo,دار مصر القرنفل,Apartment,True,Real Estate Marketer,130,3,1,0,False,Super Luxury,2024,Garden,False,Cash,25385,3300000,Large,ground,new
Greater Cairo,دار مصر القرنفل,Apartment,False,Real Estate Marketer,130,3,2,5,False,Super Luxury,2024,Garden,False,Cash,25385,3300000,Large,mid,new
Greater Cairo,دار مصر القرنفل,Apartment,False,Real Estate Marketer,130,3,2,3,True,Super Luxury,2025,Garden,False,Cash,26923,3500000,Large,low,new
Greater Cairo,المجاورة الثامنة,Apartment,False,Real Estate Marketer,130,2,2,0,False,Super Luxury,2021,Main Street,False,Cash,10385,1350000,Large,ground,new
Greater Cairo,كمبوند رودس - بلازا جاردنز,Apartment,True,Real Estate Marketer,141,2,2,4,False,Semi-Finished,2022,Main Street,True,Cash,15603,2200000,Large,mid,new
Greater Cairo,راية سيتي,Apartment,True,Real Estate Marketer,160,3,2,0,False,Extra Super Luxury,2020,Garden,True,Cash,17500,2800000,Large,ground,new
Greater Cairo,شارع رستم,Apartment,False,Real Estate Marketer,85,2,1,0,False,Super Luxury,1997,Side Street,True,Cash,16000,1360000,Medium,ground,old
Greater Cairo,Beit Al Watan Road,Apartment,False,Real Estate Marketer,140,3,2,2,False,Super Luxury,2024,Main Street,False,Cash or Installment,14286,2000000,Large,low,new
Greater Cairo,شارع العروبة,Apartment,False,Real Estate Marketer,150,3,2,9,True,Extra Super Luxury,2013,Main Street,False,Cash,9000,1350000,Large,high,medium
Greater Cairo,كمبوند اب ويست - المصطفي وجوميرا,Apartment,True,Real Estate Marketer,110,3,2,2,False,Semi-Finished,2026,Garden,False,Installment,20455,2250000,Medium,low,new
Greater Cairo,ترسا,Apartment,False,Real Estate Marketer,140,3,2,10,True,Super Luxury,2016,Main Street,False,Cash,10357,1450000,Large,high,new
Greater Cairo,المنطقه الثانيه عشر عمارات,Apartment,False,Real Estate Marketer,107,3,2,3,False,Luxury,2024,Garden,False,Cash or Installment,26525,2838175,Medium,low,new
Greater Cairo,المجاوره الأولى,Apartment,False,Real Estate Marketer,175,3,2,3,True,Unfinished,2020,Main Street,False,Cash,20000,3500000,X-Large,low,new
Greater Cairo,كمبوند البارون سيتي - الشرقيون,Apartment,True,Real Estate Marketer,130,2,2,1,False,Semi-Finished,2010,Garden,False,Cash,20000,2600000,Large,low,medium
Greater Cairo,شارع طه الديناري,Apartment,False,Real Estate Marketer,120,2,1,7,True,Extra Super Luxury,2015,Main Street,False,Cash,25833,3100000,Medium,mid,medium
Aswan,حي الرضوان,Apartment,False,Real Estate Marketer,100,3,1,4,True,Extra Super Luxury,2024,Side Street,False,Cash,18000,1800000,Medium,mid,new
Greater Cairo,النرجس,Apartment,False,Real Estate Marketer,120,2,1,3,True,Semi-Finished,2025,Garden,False,Installment,29167,3500000,Medium,low,new
Greater Cairo,المجاورة الخامسة,Apartment,False,Real Estate Marketer,120,2,1,0,False,Extra Super Luxury,2024,Main Street,False,Cash,16250,1950000,Medium,ground,new
Greater Cairo,المعراج السفلي,Apartment,False,Real Estate Marketer,180,3,2,4,False,Semi-Finished,2017,Main Street,False,Cash,15556,2800000,X-Large,mid,new
Greater Cairo,دار مصر الأندلس,Apartment,False,Real Estate Marketer,185,3,2,3,False,Unfinished,2025,Garden,False,Cash,18378,3400000,X-Large,low,new
Greater Cairo,كمبوند لاكاسا - كونكريت,Penthouse,True,Real Estate Marketer,125,2,3,3,False,Extra Super Luxury,2025,Garden,True,Installment,20000,2500000,Large,low,new
Greater Cairo,مدينتي مدخل 1,Studio,False,Real Estate Marketer,65,1,1,4,False,Luxury,2024,Garden,True,Cash or Installment,29692,1930000,Small,mid,new
Greater Cairo,المنطقة الأولى - اللوتس الشمالية,Apartment,False,Real Estate Marketer,150,3,2,0,True,Semi-Finished,2025,Garden,True,Cash,23333,3500000,Large,ground,new
Greater Cairo,اللوتس الجنوبيه,Apartment,False,Real Estate Marketer,165,3,2,3,True,Semi-Finished,2017,Back Side,False,Cash,20000,3300000,X-Large,low,new
Greater Cairo,كمبوند جاردن هيلز -  المصرية العربية للانشائات,Apartment,True,Real Estate Marketer,130,2,2,3,False,Semi-Finished,2027,Lake,True,Cash,12308,1600000,Large,low,new
Greater Cairo,شارع السلام,Apartment,False,Real Estate Marketer,180,3,2,6,True,Extra Super Luxury,2025,Side Street,True,Cash,9444,1700000,X-Large,mid,new
Greater Cairo,محور جمال عبد الناصر,Apartment,False,Real Estate Marketer,151,3,1,5,True,Semi-Finished,2020,Back Side,False,Cash or Installment,16000,2416000,Large,mid,new
Greater Cairo,المنطقه ل,Apartment,False,Real Estate Marketer,102,2,2,4,False,Semi-Finished,2025,Back Side,False,Installment,13000,1326000,Medium,mid,new
Greater Cairo,الأندلس العائلي,Apartment,False,Real Estate Marketer,140,3,2,1,False,Extra Super Luxury,2025,Side Street,False,Cash,22857,3200000,Large,low,new
Greater Cairo,كمبوند دجله جاردنز - معمار المرشدي,Apartment,True,Real Estate Marketer,80,2,1,4,False,Extra Super Luxury,2024,Corner,False,Cash,19375,1550000,Small,mid,new
Greater Cairo,El Khamsin Street,Apartment,False,Real Estate Marketer,82,2,1,6,True,Semi-Finished,2024,Back Side,False,Cash,18902,1550000,Medium,mid,new
Greater Cairo,اللوتس الجنوبيه,Apartment,False,Real Estate Marketer,150,2,1,5,False,Semi-Finished,2025,Garden,True,Cash,16667,2500000,Large,mid,new
Greater Cairo,كمبوند بريفادو - مجموعة طلعت مصطفي,Apartment,True,Real Estate Marketer,65,1,1,4,False,Super Luxury,2025,Garden,True,Cash,46154,3000000,Small,mid,new
Sharqia,الحي اليوناني,Apartment,False,Real Estate Marketer,155,3,1,2,False,Super Luxury,2020,Side Street,False,Cash,11290,1750000,Large,low,new
Greater Cairo,El Khamsin Street,Apartment,False,Real Estate Marketer,100,2,1,9,True,Semi-Finished,2029,Main Street,False,Installment,19000,1900000,Medium,high,new
Greater Cairo,El Khamsin Street,Apartment,False,Real Estate Marketer,115,3,1,1,True,Semi-Finished,2024,Garden,False,Cash,16000,1840000,Medium,low,new
Sharqia,الحي الثالث عشر,Apartment,False,Real Estate Marketer,145,3,1,3,False,Semi-Finished,2020,Side Street,False,Cash,9310,1350000,Large,low,new
Greater Cairo,كمبوند دجله جاردنز - معمار المرشدي,Apartment,True,Real Estate Marketer,80,2,1,2,False,Extra Super Luxury,2024,Corner,False,Cash,20875,1670000,Small,low,new
Greater Cairo,شارع الهضبه,Apartment,False,Real Estate Marketer,150,3,2,5,False,Unfinished,2025,Garden,False,Cash,12000,1800000,Large,mid,new
Greater Cairo,شارع 31,Apartment,False,Real Estate Marketer,75,3,1,2,False,Super Luxury,2025,Main Street,True,Cash,24000,1800000,Small,low,new
Sharqia,الحي اليوناني,Apartment,False,Real Estate Marketer,154,3,2,1,False,Semi-Finished,2024,Side Street,False,Cash or Installment,10714,1650000,Large,low,new
Greater Cairo,أرض المباحث,Apartment,False,Real Estate Marketer,155,3,2,7,True,Extra Super Luxury,2017,Garden,False,Cash,17097,2650000,Large,mid,new
Greater Cairo,كمبوند دجله جاردنز - معمار المرشدي,Apartment,True,Real Estate Marketer,80,2,1,1,False,Extra Super Luxury,2024,Side Street,False,Cash,18750,1500000,Small,low,new
Greater Cairo,شارع 22,Apartment,False,Real Estate Marketer,215,3,3,6,True,Semi-Finished,2025,Side Street,False,Cash,11163,2400000,X-Large,mid,new
Greater Cairo,البنفسج 5,Apartment,False,Real Estate Marketer,200,3,3,3,True,Unfinished,2024,Garden,False,Cash,17500,3500000,X-Large,low,new
Greater Cairo,دار مصر القرنفل,Apartment,False,Real Estate Marketer,130,3,2,1,True,Super Luxury,2025,Garden,False,Cash,25769,3350000,Large,low,new
Greater Cairo,الهضبة الوسطى,Apartment,False,Real Estate Marketer,145,3,2,1,False,Super Luxury,2010,Swimming Pool,False,Cash,15172,2200000,Large,low,medium
Greater Cairo,Second District,Apartment,False,Real Estate Marketer,111,2,2,0,False,Semi-Finished,2025,Main Street,True,Cash or Installment,16243,1803000,Medium,ground,new
Greater Cairo,Nasser Ammar Street,Apartment,False,Real Estate Marketer,140,3,2,1,False,Extra Super Luxury,2025,Main Street,False,Cash,18214,2550000,Large,low,new
Greater Cairo,كمبوند دجلة بالمز - معمار المرشدي,Apartment,True,Real Estate Marketer,160,3,2,5,False,Extra Super Luxury,2022,Side Street,False,Cash,15000,2400000,Large,mid,new
Sharqia,الحي الثالث عشر,Apartment,False,Real Estate Marketer,180,3,2,1,False,Semi-Finished,2020,Side Street,False,Cash or Installment,9722,1750000,X-Large,low,new
Greater Cairo,El Khamsin Street,Apartment,False,Real Estate Marketer,90,2,1,8,True,Super Luxury,2024,Garden,True,Cash,18333,1650000,Medium,high,new
Greater Cairo,الهرم,Apartment,False,Real Estate Marketer,145,3,1,2,False,Super Luxury,2015,Main Street,False,Cash,8966,1300000,Large,low,medium
Greater Cairo,كمبوند دارنا - ام سكويرد,Apartment,True,Real Estate Marketer,135,2,1,11,True,Luxury,2016,Garden,False,Cash,20741,2800000,Large,high,new
Greater Cairo,شارع 13,Apartment,False,Real Estate Marketer,140,3,2,3,True,Super Luxury,2025,Main Street,True,Cash,21429,3000000,Large,low,new
Greater Cairo,كمبوند دجله جاردنز - معمار المرشدي,Apartment,True,Real Estate Marketer,80,2,1,0,False,Extra Super Luxury,2025,Corner,False,Cash,19375,1550000,Small,ground,new
Greater Cairo,El Khamsin Street,Apartment,False,Real Estate Marketer,125,3,2,5,False,Semi-Finished,2024,Main Street,False,Installment,19000,2375000,Large,mid,new
Greater Cairo,شارع 44,Apartment,False,Real Estate Marketer,135,3,2,1,False,Semi-Finished,2024,Corner,True,Cash,17037,2300000,Large,low,new
Greater Cairo,Al Andalus 1,Apartment,False,Real Estate Marketer,180,3,2,4,True,Semi-Finished,2025,Garden,False,Cash,17222,3100000,X-Large,mid,new
Greater Cairo,شارع عبد المجيد سليم,Apartment,False,Real Estate Marketer,150,2,2,4,True,Extra Super Luxury,2013,Side Street,False,Cash,18000,2700000,Large,mid,medium
Greater Cairo,المنطقه الثانيه عشر عمارات,Apartment,False,Real Estate Marketer,78,2,1,2,False,Luxury,2025,Main Street,False,Cash or Installment,33962,2649000,Small,low,new
Greater Cairo,شارع 33,Apartment,False,Real Estate Marketer,165,3,3,5,False,Semi-Finished,2025,Main Street,False,Installment,14545,2400000,X-Large,mid,new
Greater Cairo,المنطقه ل,Apartment,False,Real Estate Marketer,105,3,2,2,False,Semi-Finished,2025,Back Side,False,Installment,12000,1260000,Medium,low,new
Greater Cairo,طريق الهضبة الوسطي,Apartment,False,Real Estate Marketer,125,2,1,1,False,Semi-Finished,2025,Main Street,False,Installment,15000,1875000,Large,low,new
Greater Cairo,Second District,Apartment,False,Real Estate Marketer,150,3,2,1,True,Super Luxury,2025,Side Street,False,Cash,15333,2300000,Large,low,new
Dakahlia,شارع المطافي,Apartment,False,Real Estate Marketer,180,3,2,8,True,Unfinished,2004,Side Street,False,Cash,12000,2160000,X-Large,high,medium
Greater Cairo,ميدان النافورة,Apartment,False,Real Estate Marketer,170,3,2,4,False,Unfinished,2025,Main Street,False,Cash,17000,2890000,X-Large,mid,new
Greater Cairo,المنطقة الثانية - اللوتس الشمالية,Apartment,False,Real Estate Marketer,133,2,1,0,False,Semi-Finished,2024,Garden,False,Cash,22556,3000000,Large,ground,new
Greater Cairo,شارع محمد صبري ابو علم,Apartment,False,Real Estate Marketer,110,2,1,3,True,Luxury,2019,Back Side,False,Cash,28182,3100000,Medium,low,new
Greater Cairo,الحي السابع,Apartment,False,Real Estate Marketer,160,3,3,1,False,Semi-Finished,2023,Side Street,False,Cash,12500,2000000,Large,low,new
Greater Cairo,Al Andalus 1,Apartment,False,Real Estate Marketer,180,3,2,1,True,Semi-Finished,2025,Garden,False,Cash,15556,2800000,X-Large,low,new
Greater Cairo,كوبري القبة,Apartment,False,Real Estate Marketer,150,2,2,4,True,Extra Super Luxury,2013,Main Street,False,Cash,18000,2700000,Large,mid,medium
Greater Cairo,كمبوند دجلة بالمز - معمار المرشدي,Apartment,True,Real Estate Marketer,160,3,2,5,True,Extra Super Luxury,2020,Main Street,False,Cash,16250,2600000,Large,mid,new
Greater Cairo,شارع مصطفى النحاس,Apartment,False,Real Estate Marketer,170,3,2,5,True,Super Luxury,2014,Corner,False,Cash,20588,3500000,X-Large,mid,medium
Sharqia,الحي المتميز,Apartment,False,Real Estate Marketer,160,3,2,1,False,Semi-Finished,2017,Garden,False,Cash,9375,1500000,Large,low,new
Greater Cairo,Second District,Apartment,False,Real Estate Marketer,145,3,2,1,False,Semi-Finished,2025,Garden,False,Cash,18966,2750000,Large,low,new
Alexandria,شارع جميلة بو حريد,Apartment,False,Real Estate Marketer,143,3,2,10,True,Semi-Finished,2022,Main Street,False,Cash,16783,2400000,Large,high,new
Greater Cairo,شارع عباس العقاد,Apartment,False,Real Estate Marketer,235,3,2,2,False,Semi-Finished,2024,Main Street,False,Cash,14894,3500000,X-Large,low,new
Greater Cairo,Second District,Apartment,False,Real Estate Marketer,135,3,1,4,True,Unfinished,2025,Main Street,False,Cash,12593,1700000,Large,mid,new
Greater Cairo,غرب أربيلا,Apartment,False,Real Estate Marketer,135,3,2,1,False,Super Luxury,2003,Main Street,False,Cash,20741,2800000,Large,low,medium
Greater Cairo,شارع المنيل,Apartment,False,Real Estate Marketer,170,3,2,5,True,Semi-Finished,1970,Main Street,False,Cash or Installment,20588,3500000,X-Large,mid,old
Greater Cairo,الحي الخامس,Apartment,False,Real Estate Marketer,160,3,1,6,False,Semi-Finished,2025,Side Street,False,Cash,8750,1400000,Large,mid,new
Greater Cairo,حي القصور,Apartment,False,Real Estate Marketer,160,3,2,3,False,Semi-Finished,2024,Golf,False,Cash,16875,2700000,Large,low,new
Greater Cairo,عمارات العبور,Apartment,False,Real Estate Marketer,145,2,2,7,True,Super Luxury,1993,Main Street,False,Cash,24138,3500000,Large,mid,old
Greater Cairo,كمبوند دجله جاردنز - معمار المرشدي,Apartment,True,Real Estate Marketer,80,2,1,6,False,Semi-Finished,2025,Side Street,False,Installment,19375,1550000,Small,mid,new
Greater Cairo,طريق الهضبة الوسطي,Apartment,False,Real Estate Marketer,175,3,2,4,True,Extra Super Luxury,2025,Main Street,False,Cash,16000,2800000,X-Large,mid,new
Greater Cairo,شارع 33,Apartment,False,Real Estate Marketer,135,3,2,3,False,Semi-Finished,2025,Main Street,False,Cash or Installment,12963,1750000,Large,low,new
Greater Cairo,كمبوند درة القاهرة - العمارة الحديثة,Apartment,True,Real Estate Marketer,90,2,1,2,False,Super Luxury,2015,Garden,False,Cash,32222,2900000,Medium,low,medium
Greater Cairo,Touristic Area A,Apartment,True,Real Estate Marketer,150,3,1,1,True,Super Luxury,2020,Main Street,False,Cash,16000,2400000,Large,low,new
Greater Cairo,كمبوند النيابة العامة,Apartment,True,Real Estate Marketer,120,3,2,5,True,Semi-Finished,2025,Garden,False,Cash,20000,2400000,Medium,mid,new
Alexandria,شارع قنال المحمودية البحري,Apartment,False,Real Estate Marketer,125,3,2,1,False,Unfinished,2010,Main Street,True,Cash,16800,2100000,Large,low,medium
Greater Cairo,كمبوند هليو اي - الفتح,Apartment,True,Real Estate Marketer,152,3,3,3,False,Semi-Finished,2025,Main Street,True,Cash,18092,2750000,Large,low,new
Greater Cairo,شارع 33,Apartment,False,Real Estate Marketer,140,3,2,5,False,Unfinished,2025,Main Street,False,Cash,12500,1750000,Large,mid,new
Greater Cairo,السيده زينب,Apartment,False,Real Estate Marketer,135,2,1,1,False,Luxury,2005,Side Street,False,Cash,13333,1800000,Large,low,medium
Greater Cairo,المنطقه الثانيه عشر عمارات,Apartment,False,Real Estate Marketer,107,3,2,4,False,Luxury,2024,Garden,False,Cash or Installment,23972,2565000,Medium,mid,new
Greater Cairo,المقصد فيلاز - المقصد ريزيدنس,Apartment,False,Real Estate Marketer,134,3,2,0,False,Super Luxury,2025,Garden,True,Installment,20987,2812271,Large,ground,new
Greater Cairo,شارع الملك فيصل,Duplex,False,Real Estate Marketer,225,3,2,3,True,Super Luxury,2018,Main Street,True,Cash,11111,2500000,X-Large,low,new
Greater Cairo,شارع السباق,Apartment,False,Real Estate Marketer,120,2,1,4,True,Super Luxury,1984,Main Street,False,Cash,22089,2650700,Medium,mid,old
Greater Cairo,العمرانية الغربية,Apartment,False,Real Estate Marketer,210,5,2,6,True,Luxury,1980,Main Street,False,Cash or Installment,6667,1400000,X-Large,mid,old
Greater Cairo,شارع عبد العزيز آل سعود,Apartment,False,Real Estate Marketer,50,1,1,0,False,Super Luxury,1980,Main Street,True,Cash,37000,1850000,Small,ground,old
Assiut,حي رجال الاعمال,Apartment,False,Real Estate Marketer,189,3,3,0,False,Unfinished,2025,Swimming Pool,False,Installment,18500,3496500,X-Large,ground,new
Greater Cairo,الحي الثالث,Apartment,False,Real Estate Marketer,140,3,2,0,False,Extra Super Luxury,2024,Side Street,False,Cash,13929,1950000,Large,ground,new
Greater Cairo,El Khamsin Street,Apartment,False,Real Estate Marketer,155,3,2,8,True,Semi-Finished,2026,Main Street,False,Installment,18387,2850000,Large,high,new
Greater Cairo,كمبوند سكاي فيو - اعمار,Apartment,True,Real Estate Marketer,120,2,2,2,False,Semi-Finished,2025,Swimming Pool,False,Cash or Installment,25000,3000000,Medium,low,new
Greater Cairo,شارع مدرسة البارون,Apartment,False,Real Estate Marketer,150,3,2,2,False,Semi-Finished,2026,Main Street,False,Installment,14500,2175000,Large,low,new
Greater Cairo,شارع 33,Apartment,False,Real Estate Marketer,160,3,2,3,False,Semi-Finished,2025,Main Street,False,Cash or Installment,12000,1920000,Large,low,new
Greater Cairo,كمبوند بيانستر - المنصور,Apartment,True,Real Estate Marketer,154,3,2,1,False,Semi-Finished,2025,Swimming Pool,False,Cash,18831,2900000,Large,low,new
Greater Cairo,كمبوند البارون سيتي - الشرقيون,Apartment,True,Real Estate Marketer,112,2,2,3,False,Super Luxury,2017,Garden,False,Cash,25893,2900000,Medium,low,new
Greater Cairo,كمبوند دجله جاردنز - معمار المرشدي,Apartment,True,Real Estate Marketer,80,2,1,1,False,Luxury,2025,Back Side,False,Cash,19375,1550000,Small,low,new
Greater Cairo,كمبوند أشجار دارنا - ام سكويرد,Apartment,True,Real Estate Marketer,108,2,1,2,True,Super Luxury,2014,Side Street,False,Cash or Installment,27778,3000000,Medium,low,medium
Greater Cairo,شارع السباق,Apartment,False,Real Estate Marketer,120,2,1,4,True,Luxury,1964,Main Street,False,Cash,22500,2700000,Medium,mid,old
Greater Cairo,كمبوند الضرائب,Apartment,True,Real Estate Marketer,140,3,2,2,False,Semi-Finished,2025,Garden,True,Cash,21429,3000000,Large,low,new
Greater Cairo,شارع سمير عبد الحليم,Apartment,False,Real Estate Marketer,135,3,2,3,False,Semi-Finished,2024,Main Street,False,Cash or Installment,13000,1755000,Large,low,new
Greater Cairo,شارع حسن سلطان,Apartment,False,Real Estate Marketer,165,3,2,2,True,Semi-Finished,2025,Main Street,True,Cash,15758,2600000,X-Large,low,new
Greater Cairo,اللوتس الجنوبيه,Apartment,False,Real Estate Marketer,120,2,1,1,False,Semi-Finished,2025,Main Street,False,Cash or Installment,24292,2915000,Medium,low,new
Greater Cairo,كمبوند أشجار دارنا - ام سكويرد,Apartment,True,Real Estate Marketer,156,3,2,5,False,Semi-Finished,2020,Garden,False,Cash,19231,3000000,Large,mid,new
Greater Cairo,شارع نور الدين بهجت,Apartment,False,Real Estate Marketer,140,3,1,7,True,Super Luxury,1990,Main Street,True,Cash,21432,3000500,Large,mid,old
Greater Cairo,شارع 83,Apartment,False,Real Estate Marketer,240,3,3,6,False,Extra Super Luxury,2022,Main Street,False,Cash,14583,3500000,X-Large,mid,new
Greater Cairo,المحور المركزي,Apartment,False,Real Estate Marketer,135,3,2,4,True,Extra Super Luxury,2022,Main Street,False,Cash,20370,2750000,Large,mid,new
Sharqia,الحي اليوناني,Apartment,False,Real Estate Marketer,155,3,1,4,True,Semi-Finished,2020,Side Street,False,Cash or Installment,8065,1250000,Large,mid,new
Greater Cairo,عمارات خلف العبور,Apartment,False,Real Estate Marketer,120,2,1,7,True,Super Luxury,1995,Garden,False,Cash,22083,2650000,Medium,mid,old
Greater Cairo,جمعية المستثمرين,Penthouse,False,Real Estate Marketer,125,2,1,5,False,Semi-Finished,2020,Main Street,True,Cash,13600,1700000,Large,mid,new
Greater Cairo,التسعين: بين صينية ماونتن فيو والجامعة الأمريكية,Apartment,False,Real Estate Marketer,155,3,2,0,False,Super Luxury,2023,Side Street,True,Cash,22581,3500000,Large,ground,new
Greater Cairo,شارع 33,Apartment,False,Real Estate Marketer,70,2,1,1,False,Super Luxury,2025,Main Street,True,Cash,25714,1800000,Small,low,new
Alexandria,شارع نبوي المهندس,Apartment,False,Property Owner,100,2,1,4,True,Luxury,2020,Side Street,False,Cash,9500,950000,Medium,mid,new
Alexandria,شارع صلاح الدين شعبان,Apartment,False,Property Owner,85,2,1,11,True,Luxury,2005,Side Street,True,Cash,12941,1100000,Medium,high,medium
Alexandria,شارع رقم 4,Apartment,False,Real Estate Marketer,200,2,2,5,True,Super Luxury,2005,Side Street,False,Cash,6000,1200000,X-Large,mid,medium
Greater Cairo,El Lebeny,Apartment,False,Developer,160,3,2,12,True,Super Luxury,2025,Main Street,False,Cash or Installment,8125,1300000,Large,high,new
Qalyubia,الشارع الجديد,Apartment,False,Property Owner,90,2,1,4,True,Luxury,2015,Side Street,False,Cash,13556,1220000,Medium,mid,medium
Alexandria,شارع رقم 37,Apartment,False,Developer,85,2,1,10,True,Extra Super Luxury,2016,Swimming Pool,False,Cash,17059,1450000,Medium,high,new
Greater Cairo,Touristic Area A,Apartment,False,Real Estate Marketer,135,3,2,4,False,Unfinished,2025,Main Street,False,Cash,9259,1250000,Large,mid,new
Alexandria,شارع رقم 4,Apartment,False,Real Estate Marketer,120,3,2,4,False,Super Luxury,2008,Sea,False,Cash,8750,1050000,Medium,mid,medium
Sharqia,الحي المتميز,Apartment,False,Real Estate Marketer,160,3,2,3,False,Semi-Finished,2024,Garden,False,Cash,7812,1250000,Large,low,new
Greater Cairo,Touristic Area A,Apartment,False,Real Estate Marketer,135,3,2,4,False,Unfinished,2025,Corner,False,Cash or Installment,8889,1200000,Large,mid,new
Greater Cairo,شارع الاساطين,Apartment,False,Property Owner,80,2,1,2,False,Extra Super Luxury,1991,Side Street,True,Cash,13125,1050000,Small,low,old
Alexandria,شارع رقم 10,Apartment,False,Real Estate Marketer,90,2,1,5,False,Super Luxury,2008,Side Street,False,Cash,9333,840000,Medium,mid,medium
North Coast,بورتو جولف مارينا - عامر جروب,Studio,False,Real Estate Marketer,30,1,1,4,False,Luxury,2026,Swimming Pool,False,Cash,40000,1200000,Small,mid,new
Greater Cairo,شارع المجزر الالي,Apartment,False,Property Owner,120,3,2,2,False,Unfinished,2025,Side Street,False,Cash,6667,800000,Medium,low,new
Alexandria,شارع رقم 6,Apartment,False,Real Estate Marketer,100,3,1,1,False,Super Luxury,2008,Sea,False,Cash,9800,980000,Medium,low,medium
Greater Cairo,شارع المجزر الالي,Apartment,False,Property Owner,150,3,2,2,True,Unfinished,2025,Side Street,False,Cash,6667,1000000,Large,low,new
Alexandria,شارع رقم 10,Apartment,False,Real Estate Marketer,120,3,1,2,False,Super Luxury,2008,Side Street,False,Cash,8167,980000,Medium,low,medium
Alexandria,شارع رقم 2,Apartment,False,Real Estate Marketer,100,3,1,1,False,Super Luxury,2008,Sea,False,Cash,10500,1050000,Medium,low,medium
Greater Cairo,El Lebeny,Apartment,False,Developer,160,3,2,3,False,Unfinished,2025,Main Street,False,Cash,5625,900000,Large,low,new
