city,region,type_of_unite,in_compound,owner_type,area,rooms,bathrooms,floor_number,elevator,finish_status,year_of_building,views,has_reviews,payment_method,price_per_meter,price,area_category,floor_category,building_category
Greater Cairo,الحي الثامن,Apartment,False,Developer,180,3,3,0,True,Semi-Finished,2025,Main Street,True,Cash or Installment,16500,2970000,X-Large,ground,new
Greater Cairo,الحي التاسع,Apartment,False,Property Owner,138,3,2,1,False,Super Luxury,2019,Back Side,True,Cash,22826,3150000,Large,low,new
Greater Cairo,شارع عين شمس,Apartment,False,Property Owner,135,3,1,7,True,Extra Super Luxury,2014,Main Street,True,Cash,17778,2400000,Large,mid,medium
North Coast,داون تاون - العلمين الجديدة - سيتى ايدج,Apartment,False,Real Estate Marketer,115,1,1,1,False,Extra Super Luxury,2025,Sea,True,Installment,44348,5100000,Medium,low,new
Greater Cairo,ستون ريزيدنس - بي آر إي,Apartment,False,Real Estate Marketer,175,3,3,2,False,Semi-Finished,2025,Main Street,True,Cash,33143,5800000,X-Large,low,new
Greater Cairo,Al Maqsed Park - Al Maqsed Residence,Apartment,False,Real Estate Marketer,134,3,2,2,False,Super Luxury,2025,Main Street,True,Cash or Installment,22388,3000000,Large,low,new
Greater Cairo,كمبوند بالم ايلاند - تي جي,Apartment,True,Real Estate Marketer,123,2,2,3,False,Semi-Finished,2028,Swimming Pool,True,Installment,38618,4750000,Large,low,new
Greater Cairo,بالم هيلز نيو كايرو - PHNC,Apartment,False,Developer,205,4,5,3,False,Semi-Finished,2021,Garden,True,Cash,51220,10500000,X-Large,low,new
North Coast,Latin District - Saudi Egyptian Construction,Apartment,False,Real Estate Marketer,113,1,1,1,False,Extra Super Luxury,2025,Sea,True,Installment,34239,3869000,Medium,low,new
Greater Cairo,المنطقه الثانيه عشر عمارات,Apartment,False,Real Estate Marketer,165,3,3,2,False,Super Luxury,2025,Garden,True,Cash,45455,7500000,X-Large,low,new
Greater Cairo,كمبوند هاب تاون - حسن علام,Apartment,True,Real Estate Marketer,195,3,4,3,False,Semi-Finished,2024,Garden,False,Cash,24615,4800000,X-Large,low,new
North Coast,منتجع ليانا - توليدو,Studio,False,Real Estate Marketer,29,1,1,2,False,Extra Super Luxury,2027,Sea,True,Cash or Installment,53562,1553300,Small,low,new
Greater Cairo,كلوب فيوز - كمبوند سراي\t,Duplex,True,Real Estate Marketer,208,4,3,6,False,Semi-Finished,2022,Main Street,True,Cash or Installment,32740,6810000,X-Large,mid,new
Greater Cairo,شارع الجابري,Duplex,False,Real Estate Marketer,225,3,3,1,False,Extra Super Luxury,2021,Main Street,True,Cash,44444,10000000,X-Large,low,new
Greater Cairo,كمبوند ايكون بارك - الفداء,Apartment,True,Real Estate Marketer,160,3,3,1,False,Semi-Finished,2024,Side Street,True,Cash or Installment,31831,5093000,Large,low,new
Greater Cairo,كمبوند بالم كابيتال - تي جي للتطوير العقاري,Apartment,True,Real Estate Marketer,165,3,3,2,False,Semi-Finished,2027,Garden,True,Installment,28000,4620000,X-Large,low,new
Greater Cairo,كمبوند ويست كلاى - رمال,Apartment,True,Real Estate Marketer,158,3,2,2,False,Semi-Finished,2028,Main Street,True,Cash or Installment,38734,6120000,Large,low,new
Greater Cairo,شارع الشويفات,Apartment,False,Real Estate Marketer,250,4,3,3,False,Super Luxury,2025,Main Street,True,Cash,36000,9000000,X-Large,low,new
Greater Cairo,Origami Gardens - Taj City Compound,Apartment,True,Real Estate Marketer,166,3,3,0,False,Unfinished,2025,Garden,True,Cash or Installment,45934,7625000,X-Large,ground,new
Greater Cairo,Origami Gardens - Taj City Compound,Apartment,True,Real Estate Marketer,128,2,2,2,False,Unfinished,2028,Main Street,True,Cash,39062,5000000,Large,low,new
Greater Cairo,كمبوند بالم ايلاند - تي جي,Apartment,True,Real Estate Marketer,162,3,3,2,False,Semi-Finished,2027,Garden,True,Cash or Installment,29198,4730000,X-Large,low,new
Greater Cairo,المريوطية,Apartment,False,Real Estate Marketer,150,3,2,7,True,Extra Super Luxury,2018,Main Street,True,Cash,15000,2250000,Large,mid,new
Greater Cairo,كمبوند بيلفا - الكرنك,Apartment,True,Real Estate Marketer,124,2,1,1,False,Extra Super Luxury,2027,Lake,True,Cash or Installment,45968,5700000,Large,low,new
Greater Cairo,كمبوند ديار 1 - تعمير,Apartment,True,Real Estate Marketer,165,2,2,3,True,Extra Super Luxury,2025,Main Street,True,Cash,29091,4800000,X-Large,low,new
Alexandria,مروج,Apartment,True,Real Estate Marketer,188,4,3,5,False,Super Luxury,2022,Lake,True,Installment,48500,9118000,X-Large,mid,new
Greater Cairo,كمبوند البروج - كابيتال جروب,Apartment,True,Real Estate Marketer,132,3,3,3,False,Extra Super Luxury,2026,Garden,True,Cash or Installment,43182,5700000,Large,low,new
Greater Cairo,شارع زيزينيا,Duplex,False,Real Estate Marketer,235,4,3,4,False,Extra Super Luxury,2025,Garden,True,Cash,34043,8000000,X-Large,mid,new
Greater Cairo,Origami Gardens - Taj City Compound,Studio,True,Real Estate Marketer,72,1,1,0,False,Semi-Finished,2025,Garden,True,Cash or Installment,42847,3085000,Small,ground,new
Greater Cairo,أول فيصل,Apartment,False,Real Estate Marketer,160,3,2,4,True,Extra Super Luxury,2010,Corner,True,Cash,23438,3750000,Large,mid,medium
Greater Cairo,كمبوند أو ويست - اوراسكوم,Studio,True,Developer,84,1,1,0,False,Semi-Finished,2028,Main Street,False,Cash or Installment,96917,8141000,Medium,ground,new
Greater Cairo,كمبوند صن كابيتال - ارابيا,Apartment,True,Real Estate Marketer,117,2,2,2,False,Unfinished,2026,Main Street,True,Cash or Installment,56299,6587000,Medium,low,new
Greater Cairo,كمبوند جرين أفينو - نيو جيرسي,Apartment,True,Real Estate Marketer,180,3,3,4,False,Unfinished,2025,Main Street,True,Cash or Installment,45000,8100000,X-Large,mid,new
Greater Cairo,شارع محمد رحيم,Apartment,False,Real Estate Marketer,215,3,3,2,False,Semi-Finished,2025,Main Street,True,Cash,33860,7280000,X-Large,low,new
Greater Cairo,شمال بيت الوطن,Apartment,False,Developer,126,3,2,0,False,Semi-Finished,2025,Main Street,False,Cash,24000,3024000,Large,ground,new
Greater Cairo,كمبوند الاشرفية - أرابيا,Apartment,True,Real Estate Marketer,185,3,2,1,False,Semi-Finished,2024,Garden,True,Cash or Installment,29189,5400000,X-Large,low,new
Greater Cairo,كمبوند ايكون بارك - الفداء,Apartment,True,Real Estate Marketer,160,3,3,3,False,Semi-Finished,2024,Side Street,True,Cash,32444,5191032,Large,low,new
Greater Cairo,كمبوند جازال - ليجاسي استيت,Apartment,True,Real Estate Marketer,113,2,2,2,False,Semi-Finished,2028,Garden,True,Cash,60000,6780000,Medium,low,new
Greater Cairo,Idris Home Compound - Arkan,Apartment,True,Real Estate Marketer,135,3,3,0,False,Unfinished,2026,Garden,True,Installment,29630,4000000,Large,ground,new
Greater Cairo,بالم هيلز نيو كايرو - PHNC,Apartment,False,Developer,160,3,3,3,False,Semi-Finished,2022,Garden,True,Cash or Installment,40625,6500000,Large,low,new
Greater Cairo,واترسايد - كمبوند جاردن ليكس,Apartment,True,Developer,68,1,1,2,False,Super Luxury,2025,Garden,True,Installment,66618,4530000,Small,low,new
Greater Cairo,كمبوند بالشيخ زايد,Apartment,True,Developer,150,3,2,2,False,Unfinished,2024,Garden,True,Cash or Installment,30000,4500000,Large,low,new
Greater Cairo,كمبوند ريد - كورنر ستون,Apartment,True,Developer,135,2,2,1,False,Super Luxury,2024,Garden,False,Installment,74800,10098000,Large,low,new
Greater Cairo,شارع 100,Apartment,False,Property Owner,140,3,2,2,False,Super Luxury,2019,Main Street,True,Cash,32143,4500000,Large,low,new
Greater Cairo,Al Maqsed Park - Al Maqsed Residence,Apartment,False,Developer,134,3,3,3,False,Super Luxury,2024,Corner,True,Installment,22265,2983534,Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,160,3,2,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,29368,4698899,Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,160,3,2,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,27970,4475142,Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,131,3,2,5,False,Semi-Finished,2026,Main Street,False,Cash or Installment,30767,4030424,Large,mid,new
Alexandria,بالم هيلز الاسكندرية,Studio,False,Developer,90,1,1,0,False,Unfinished,2030,Main Street,False,Cash or Installment,105511,9496000,Medium,ground,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,131,3,2,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,29368,3847223,Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,155,3,2,4,False,Semi-Finished,2026,Main Street,False,Cash or Installment,29368,4552058,Large,mid,new
Alexandria,بالم هيلز الاسكندرية,Studio,False,Developer,90,1,1,0,False,Unfinished,2029,Main Street,False,Cash or Installment,99600,8964000,Medium,ground,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,194,3,2,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,27270,5290456,X-Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,121,3,2,5,False,Semi-Finished,2026,Main Street,False,Cash or Installment,27970,3384326,Large,mid,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,194,3,2,3,False,Semi-Finished,2026,Main Street,False,Cash or Installment,27970,5426109,X-Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,120,2,1,5,False,Semi-Finished,2026,Main Street,False,Cash or Installment,28669,3440265,Medium,mid,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,121,3,2,4,False,Semi-Finished,2026,Main Street,False,Cash or Installment,27264,3298956,Large,mid,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,145,3,2,2,False,Semi-Finished,2026,Main Street,False,Cash or Installment,26571,3852817,Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,165,3,2,4,False,Semi-Finished,2026,Main Street,False,Cash or Installment,25173,4153491,X-Large,mid,new
Greater Cairo,المنيل الشرقي,Apartment,False,Real Estate Marketer,190,3,2,5,True,Super Luxury,2010,Side Street,True,Cash,28947,5500000,X-Large,mid,medium
Greater Cairo,الخمائل,Apartment,True,Real Estate Marketer,173,3,2,3,True,Super Luxury,2025,Main Street,True,Cash,24855,4300000,X-Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,172,3,2,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,25173,4329699,X-Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,170,3,2,0,False,Semi-Finished,2026,Garden,False,Cash or Installment,28765,4890095,X-Large,ground,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,168,3,2,2,False,Semi-Finished,2026,Main Street,False,Cash or Installment,27827,4674943,X-Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,170,3,2,0,False,Semi-Finished,2026,Garden,False,Cash or Installment,28531,4850342,X-Large,ground,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,150,3,2,5,False,Semi-Finished,2026,Main Street,False,Cash or Installment,34954,5243096,Large,mid,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,163,3,2,0,False,Semi-Finished,2026,Garden,False,Cash or Installment,31175,5081606,X-Large,ground,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,140,3,2,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,25522,3573121,Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,131,3,2,0,False,Semi-Finished,2026,Garden,False,Cash or Installment,26695,3497005,Large,ground,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,139,3,2,4,False,Semi-Finished,2026,Main Street,False,Cash or Installment,25173,3499001,Large,mid,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,131,3,2,0,False,Semi-Finished,2026,Garden,False,Cash or Installment,27283,3574110,Large,ground,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,133,3,2,4,False,Semi-Finished,2026,Main Street,False,Cash or Installment,25173,3347965,Large,mid,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,125,3,2,0,False,Semi-Finished,2026,Garden,False,Cash or Installment,29524,3690457,Large,ground,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,118,2,1,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,27270,3217906,Medium,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,123,3,2,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,35734,4395297,Large,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,117,2,1,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,34902,4083567,Medium,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,119,2,1,1,False,Semi-Finished,2026,Main Street,False,Cash or Installment,26571,3161967,Medium,low,new
Dakahlia,كمبوند ذا بيرل - الصفوة,Apartment,True,Developer,111,2,1,0,False,Semi-Finished,2026,Garden,False,Cash or Installment,36165,4014321,Medium,ground,new
Greater Cairo,المنيل الشرقي,Apartment,False,Real Estate Marketer,120,3,2,3,True,Luxury,1970,Side Street,True,Cash,20833,2500000,Medium,low,old
Greater Cairo,مصر الجديدة,Apartment,False,Real Estate Marketer,200,3,2,1,False,Super Luxury,2025,Side Street,True,Cash,30000,6000000,X-Large,low,new
Greater Cairo,حدائق المهندسين,Apartment,True,Real Estate Marketer,180,3,2,3,False,Super Luxury,2025,Garden,True,Cash,41667,7500000,X-Large,low,new
Greater Cairo,كمبوند بارك 226 هاب تاون - حسن علام,Apartment,True,Developer,102,2,1,2,False,Semi-Finished,2025,Garden,False,Installment,24510,2500000,Medium,low,new
Greater Cairo,الأندلس 2,Apartment,False,Real Estate Marketer,192,3,3,3,False,Semi-Finished,2020,Main Street,False,Cash,18750,3600000,X-Large,low,new
Greater Cairo,كمبوند ابارتمورا - المنصور,Apartment,True,Developer,117,3,2,1,False,Semi-Finished,2024,Main Street,True,Cash or Installment,36424,4261620,Medium,low,new
Greater Cairo,الحي الخامس,Apartment,False,Real Estate Marketer,195,3,3,3,False,Semi-Finished,2027,Main Street,False,Installment,25327,4938790,X-Large,low,new
Greater Cairo,شارع الحي الثالث,Apartment,False,Property Owner,120,3,2,4,False,Extra Super Luxury,1997,Back Side,True,Cash,15000,1800000,Medium,mid,old
Greater Cairo,كمبوند سيف ويست - سيفيليا,Apartment,True,Real Estate Marketer,143,2,2,2,False,Semi-Finished,2028,Lake,True,Installment,36364,5200000,Large,low,new
Greater Cairo,كمبوند أكتوبر بلازا - سوديك,Apartment,True,Developer,212,3,3,0,False,Unfinished,2024,Garden,True,Cash,51887,11000000,X-Large,ground,new
Greater Cairo,Al Maqsed Park - Al Maqsed Residence,Apartment,False,Developer,111,2,2,0,True,Super Luxury,2024,Main Street,True,Installment,22679,2517357,Medium,ground,new
Greater Cairo,الأندلس 2,Apartment,False,Real Estate Marketer,157,3,2,3,False,Extra Super Luxury,2025,Main Street,False,Cash,29000,4553000,Large,low,new
Greater Cairo,ماونتن بارك - كمبوند ماونتن فيو أي سيتي,Apartment,True,Real Estate Marketer,140,3,3,2,False,Super Luxury,2025,Garden,True,Cash,53571,7500000,Large,low,new
Greater Cairo,كمبوند سيفورا هايتس - مدن,Apartment,True,Real Estate Marketer,210,3,3,1,False,Extra Super Luxury,2025,Side Street,True,Cash,42857,9000000,X-Large,low,new
Greater Cairo,كمبوند ريجينتس بارك - الدولية,Apartment,True,Real Estate Marketer,140,2,2,3,False,Extra Super Luxury,2024,Side Street,True,Cash or Installment,71429,10000000,Large,low,new
Greater Cairo,كمبوند نكست لايف - نكست هوم,Apartment,True,Developer,133,3,3,12,True,Semi-Finished,2026,Main Street,True,Cash or Installment,35000,4655000,Large,high,new
Greater Cairo,شارع لبنان,Duplex,False,Real Estate Marketer,250,3,3,8,True,Super Luxury,2007,Main Street,True,Cash,32000,8000000,X-Large,high,medium
Greater Cairo,حدائق المهندسين,Apartment,True,Real Estate Marketer,180,3,2,3,False,Super Luxury,2002,Side Street,True,Cash,41667,7500000,X-Large,low,medium
Alexandria,شارع بورسعيد,Apartment,False,Real Estate Marketer,170,3,2,15,True,Super Luxury,2024,Sea,True,Cash,28824,4900000,X-Large,top_floor,new
Greater Cairo,كمبوند رامو,Apartment,True,Property Owner,150,3,2,1,False,Extra Super Luxury,2005,Main Street,True,Cash,30000,4500000,Large,low,medium
Assiut,شارع السادات,Apartment,False,Property Owner,155,4,1,11,True,Extra Super Luxury,2025,Main Street,False,Cash,15484,2400000,Large,high,new
Greater Cairo,كمبوند الجمان,Apartment,True,Real Estate Marketer,147,2,2,1,False,Extra Super Luxury,2025,Swimming Pool,True,Cash,40816,6000000,Large,low,new
Alexandria,شارع رقم 6,Apartment,False,Real Estate Marketer,160,2,2,7,True,Super Luxury,2010,Sea,False,Cash,5750,920000,Large,mid,medium
Alexandria,مروج,Apartment,True,Real Estate Marketer,188,4,3,5,False,Super Luxury,2026,Lake,True,Installment,48500,9118000,X-Large,mid,new
Greater Cairo,كمبوند أونا - الأندلس,Apartment,True,Real Estate Marketer,134,3,2,3,False,Semi-Finished,2026,Main Street,True,Cash or Installment,19000,2546000,Large,low,new
Sharqia,الحي اليوناني,Apartment,False,Property Owner,250,3,3,0,False,Extra Super Luxury,2014,Side Street,True,Cash or Installment,12400,3100000,X-Large,ground,medium
Greater Cairo,اللوتس الجنوبيه,Apartment,False,Real Estate Marketer,194,3,3,2,False,Super Luxury,2023,Corner,True,Cash,29897,5800000,X-Large,low,new
Alexandria,شارع رقم 10,Apartment,False,Real Estate Marketer,90,2,1,3,True,Super Luxury,2008,Side Street,False,Cash,8000,720000,Medium,low,medium
Greater Cairo,كمبوند بالتجمع الخامس,Apartment,True,Real Estate Marketer,87,2,1,1,False,Luxury,2024,Side Street,True,Cash,29885,2600000,Medium,low,new
Alexandria,شارع رقم 2,Apartment,False,Real Estate Marketer,100,3,2,1,False,Super Luxury,2010,Sea,False,Cash or Installment,9500,950000,Medium,low,medium
Greater Cairo,كمبوند مجلس الوزراء,Apartment,True,Real Estate Marketer,150,3,2,2,True,Semi-Finished,2025,Side Street,True,Cash,20000,3000000,Large,low,new
Greater Cairo,كمبوند أونا - الأندلس,Apartment,True,Real Estate Marketer,141,2,2,3,False,Semi-Finished,2026,Main Street,True,Cash or Installment,18000,2538000,Large,low,new
Greater Cairo,الثورة الخضراء,Apartment,False,Real Estate Marketer,112,2,2,2,False,Unfinished,2029,Garden,False,Cash or Installment,54464,6100000,Medium,low,new
Greater Cairo,كمبوند ذا سيتي - ماستر جروب,Apartment,True,Property Owner,140,3,2,5,True,Semi-Finished,2022,Main Street,True,Installment,39286,5500000,Large,mid,new
Greater Cairo,كمبوند جازال - ليجاسي استيت,Apartment,True,Real Estate Marketer,131,2,2,2,False,Unfinished,2027,Swimming Pool,True,Cash or Installment,54962,7200000,Large,low,new
Greater Cairo,شارع الطيران,Apartment,False,Real Estate Marketer,250,4,2,9,True,Extra Super Luxury,2008,Main Street,True,Cash,28000,7000000,X-Large,high,medium
Greater Cairo,شارع 2,Apartment,False,Real Estate Marketer,260,4,3,4,True,Semi-Finished,2024,Main Street,True,Cash,14231,3700000,X-Large,mid,new
Greater Cairo,الأندلس العائلي,Apartment,False,Real Estate Marketer,145,3,2,4,True,Semi-Finished,2025,Side Street,False,Cash,22759,3300000,Large,mid,new
Greater Cairo,المنطقه الثانيه عشر عمارات,Studio,False,Real Estate Marketer,56,1,1,0,False,Extra Super Luxury,2025,Main Street,True,Cash,54464,3050000,Small,ground,new
Greater Cairo,تاج سلطان - كمبوند تاج سيتي,Apartment,True,Real Estate Marketer,159,3,3,2,False,Unfinished,2025,Garden,True,Cash,46226,7350000,Large,low,new
Damietta,الحي الاكثر تميزا,Apartment,False,Property Owner,165,3,2,2,True,Semi-Finished,2025,Lake,False,Installment,21212,3500000,X-Large,low,new
Hurghada,Sheraton Street,Apartment,False,Real Estate Marketer,125,2,1,3,False,Super Luxury,2025,Side Street,False,Cash,28000,3500000,Large,low,new
Greater Cairo,كمبوند كنز - فرست جروب,Apartment,True,Real Estate Marketer,149,3,2,5,False,Semi-Finished,2025,Main Street,True,Cash,28188,4200000,Large,mid,new
Greater Cairo,Al Yasmin Gardens Compound,Apartment,True,Real Estate Marketer,162,3,2,7,False,Semi-Finished,2024,Main Street,True,Cash or Installment,17000,2754000,X-Large,mid,new
Greater Cairo,كمبوند هيفن - ايه ام كابيتال,Apartment,True,Developer,135,3,2,3,False,Semi-Finished,2024,Garden,True,Cash or Installment,38333,5175000,Large,low,new
Greater Cairo,كمبوند ريفرز - تطوير مصر,Apartment,True,Real Estate Marketer,120,2,3,0,False,Unfinished,2028,Lake,True,Installment,52700,6324000,Medium,ground,new
Greater Cairo,كمبوند بالهضبة الوسطى,Apartment,True,Real Estate Marketer,150,3,2,3,False,Unfinished,2025,Main Street,True,Cash or Installment,15000,2250000,Large,low,new
Greater Cairo,كمبوند في ليفلز - ديونز,Penthouse,True,Real Estate Marketer,220,4,3,0,False,Extra Super Luxury,2026,Golf,True,Cash or Installment,47455,10440000,X-Large,ground,new
Hurghada,Sheraton Street,Apartment,False,Real Estate Marketer,100,2,1,2,False,Super Luxury,2025,Side Street,False,Cash,28000,2800000,Medium,low,new
Hurghada,Sheraton Street,Apartment,False,Real Estate Marketer,110,2,1,3,False,Super Luxury,2025,Main Street,False,Cash,30000,3300000,Medium,low,new
Hurghada,Sheraton Street,Apartment,False,Real Estate Marketer,162,3,2,1,False,Super Luxury,2027,Main Street,False,Cash or Installment,38117,6175000,X-Large,low,new
Hurghada,Sheraton Street,Apartment,False,Real Estate Marketer,133,3,2,1,False,Super Luxury,2027,Main Street,False,Cash or Installment,38000,5054000,Large,low,new
Greater Cairo,كمبوند امورادا - افاق,Apartment,True,Real Estate Marketer,186,3,2,2,False,Extra Super Luxury,2025,Main Street,True,Cash or Installment,51075,9500000,X-Large,low,new
Greater Cairo,مجموعة 103,Apartment,False,Real Estate Marketer,165,3,3,5,False,Super Luxury,2023,Garden,True,Cash,48485,8000000,X-Large,mid,new
Greater Cairo,كمبوند في طريق اسكندرية الصحراوي,Apartment,True,Real Estate Marketer,187,4,3,3,False,Semi-Finished,2028,Garden,True,Installment,45455,8500000,X-Large,low,new
Greater Cairo,شارع مصدق,Apartment,False,Real Estate Marketer,235,3,3,12,True,Semi-Finished,2022,Main Street,True,Cash,30000,7050000,X-Large,high,new
Greater Cairo,الهضبة الوسطى,Apartment,True,Real Estate Marketer,127,2,2,3,False,Semi-Finished,2026,Main Street,True,Cash or Installment,18000,2286000,Large,low,new
Greater Cairo,مدينتي - بي 7,Apartment,False,Real Estate Marketer,70,2,1,5,True,Extra Super Luxury,2025,Garden,True,Cash,57143,4000000,Small,mid,new
Greater Cairo,Village West Compound - Dorra,Apartment,True,Real Estate Marketer,123,2,2,4,False,Extra Super Luxury,2026,Main Street,True,Cash or Installment,55935,6880000,Large,mid,new
Alexandria,كمبوند ذا جروف - عمائر مصر,Apartment,True,Developer,157,3,2,4,False,Semi-Finished,2024,Main Street,True,Cash or Installment,30000,4710000,Large,mid,new
Greater Cairo,ايس ريزيدنس - سراي,Apartment,True,Real Estate Marketer,167,3,3,1,False,Semi-Finished,2027,Garden,True,Cash or Installment,35329,5900000,X-Large,low,new
Hurghada,Sheraton Street,Apartment,False,Real Estate Marketer,135,2,1,7,False,Super Luxury,2025,Main Street,False,Cash,30000,4050000,Large,mid,new
Greater Cairo,ميدان مسجد الصحابة,Apartment,False,Real Estate Marketer,230,3,3,12,True,Semi-Finished,2022,Main Street,True,Cash,30000,6900000,X-Large,high,new
Hurghada,Sheraton Street,Apartment,False,Real Estate Marketer,125,2,1,8,True,Super Luxury,2025,Side Street,False,Cash,28000,3500000,Large,high,new
Greater Cairo,Calm Residence - DCM,Apartment,True,Real Estate Marketer,175,3,2,1,False,Semi-Finished,2028,Garden,True,Cash or Installment,50000,8750000,X-Large,low,new
Hurghada,Al Kawthar District,Apartment,False,Real Estate Marketer,65,2,1,4,False,Super Luxury,2026,Swimming Pool,False,Cash or Installment,33000,2145000,Small,mid,new
Greater Cairo,كمبوند كيان - بدر الدين للتطوير العقاري,Apartment,True,Real Estate Marketer,90,2,1,1,False,Super Luxury,2025,Main Street,True,Cash or Installment,60000,5400000,Medium,low,new
Greater Cairo,Second District,Apartment,False,Real Estate Marketer,220,3,3,3,False,Semi-Finished,2026,Side Street,False,Cash or Installment,23509,5172000,X-Large,low,new
Greater Cairo,كمبوند ذا بروكس - بايونيرز,Apartment,True,Real Estate Marketer,159,3,3,1,False,Unfinished,2025,Main Street,True,Cash or Installment,58258,9263000,Large,low,new
Greater Cairo,كمبوند اورو - AMG,Apartment,True,Real Estate Marketer,206,4,3,0,True,Semi-Finished,2028,Garden,True,Cash or Installment,29846,6148377,X-Large,ground,new
Greater Cairo,Calm Residence - DCM,Apartment,True,Real Estate Marketer,154,3,2,0,False,Semi-Finished,2028,Corner,True,Cash or Installment,50000,7700000,Large,ground,new
Greater Cairo,كمبوند سيفورا هايتس - مدن,Apartment,True,Real Estate Marketer,140,3,2,3,True,Extra Super Luxury,2025,Main Street,True,Cash or Installment,65714,9200000,Large,low,new
Greater Cairo,كمبوند ذا بروكس - بايونيرز,Apartment,True,Real Estate Marketer,159,3,3,1,False,Unfinished,2029,Main Street,True,Cash or Installment,58258,9263000,Large,low,new
Greater Cairo,كمبوند سيفورا هايتس - مدن,Apartment,True,Real Estate Marketer,120,2,2,2,True,Extra Super Luxury,2025,Main Street,True,Installment,75833,9100000,Medium,low,new
Hurghada,Sheraton Street,Apartment,False,Real Estate Marketer,82,1,1,1,False,Super Luxury,2027,Side Street,False,Cash or Installment,35000,2870000,Medium,low,new
Hurghada,Al Kawthar District,Apartment,False,Real Estate Marketer,95,2,1,2,False,Super Luxury,2026,Main Street,False,Cash or Installment,35000,3325000,Medium,low,new
Hurghada,Al Kawthar District,Apartment,False,Real Estate Marketer,105,2,1,4,False,Super Luxury,2026,Swimming Pool,False,Cash or Installment,35000,3675000,Medium,mid,new
Hurghada,Al Kawthar District,Apartment,False,Real Estate Marketer,65,2,1,2,False,Super Luxury,2026,Swimming Pool,False,Cash or Installment,33000,2145000,Small,low,new
Alexandria,شارع محمد نجيب,Apartment,False,Real Estate Marketer,90,2,1,1,True,Super Luxury,2000,Main Street,True,Cash,22222,2000000,Medium,low,medium
Hurghada,Sheraton Street,Apartment,False,Real Estate Marketer,125,2,2,1,False,Super Luxury,2027,Side Street,False,Cash or Installment,35000,4375000,Large,low,new
Greater Cairo,كمبوند جرين سيتي - تسلا,Apartment,True,Real Estate Marketer,146,3,2,2,False,Semi-Finished,2027,Garden,True,Cash or Installment,30137,4400000,Large,low,new
Greater Cairo,شارع 8,Apartment,False,Real Estate Marketer,230,4,3,4,True,Super Luxury,2025,Main Street,True,Cash,18478,4250000,X-Large,mid,new
Greater Cairo,Calm Residence - DCM,Apartment,True,Real Estate Marketer,142,2,2,1,False,Semi-Finished,2028,Garden,True,Cash or Installment,50000,7100000,Large,low,new
Greater Cairo,كمبوند بليس جيت - تورك,Apartment,True,Real Estate Marketer,140,3,3,8,True,Extra Super Luxury,2025,Garden,True,Cash,46429,6500000,Large,high,new
